Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
A12_X57,76.600874,-109.602836,0.29,Continuous permafrost with medium ground ice content (10% to 20%),459196.7378,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X58,76.580665,-109.729573,0.29,Continuous permafrost with medium ground ice content (10% to 20%),461513.8894,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X59,76.557215,-109.776018,0.29,Continuous permafrost with medium ground ice content (10% to 20%),461777.8164,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X60,76.213329,-109.679161,0.31,Continuous permafrost with medium ground ice content (10% to 20%),448081.4668,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X61,76.201088,-109.73349,0.31,Continuous permafrost with medium ground ice content (10% to 20%),449133.9695,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X62,76.167449,-109.500188,0.31,Continuous permafrost with medium ground ice content (10% to 20%),442168.8639,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X63,76.152119,-109.466781,0.31,Continuous permafrost with medium ground ice content (10% to 20%),440877.7703,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X64,76.115293,-109.311459,0.31,Continuous permafrost with medium ground ice content (10% to 20%),435836.8331,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X65,76.049567,-109.305522,0.31,Continuous permafrost with medium ground ice content (10% to 20%),433948.0083,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X66,76.034556,-109.257287,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),432301.8049,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X67,76.032963,-109.41981,0.31,Continuous permafrost with medium ground ice content (10% to 20%),436531.4614,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X68,75.969781,-109.584437,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),439391.2432,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X69,75.882262,-109.689295,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),440344.6838,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X70,75.876706,-109.61961,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),438366.4817,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X71,75.846764,-109.632011,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),438120.8954,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X72,75.806086,-109.587112,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),436161.4119,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X73,75.793976,-109.361193,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),429835.435,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X74,75.777667,-109.377694,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),429988.6254,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X75,75.77111,-109.314576,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),428162.2441,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X77,75.715481,-108.947622,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),417222.4229,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X78,75.696316,-108.866284,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),414678.9384,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X81,75.647911,-108.761345,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),411018.3267,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X82,75.51976,-108.854376,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),411821.3799,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X84,75.492869,-108.864877,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),411809.3071,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X86,75.222841,-104.750063,0.99,Continuous permafrost with medium to low ground ice content (10% to <10%),293077.7267,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X87,75.282895,-104.745121,0.99,Continuous permafrost with medium to low ground ice content (10% to <10%),293801.4199,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X88,75.312987,-104.699184,0.99,Continuous permafrost with medium to low ground ice content (10% to <10%),293005.0297,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X89,75.359541,-104.597465,0.93,Continuous permafrost with medium to low ground ice content (10% to <10%),291014.5574,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X90,75.386314,-104.52706,0.93,Continuous permafrost with medium to low ground ice content (10% to <10%),289597.4313,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X91,75.414013,-104.496766,0.93,Continuous permafrost with medium to low ground ice content (10% to <10%),289351.6585,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X93,75.402295,-103.964199,1.03,Continuous permafrost with medium to low ground ice content (10% to <10%),274417.7543,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X94,75.360389,-103.817168,1.03,Continuous permafrost with medium to low ground ice content (10% to <10%),269397.5079,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X95,75.287881,-103.742514,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),265803.4439,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X96,75.25758,-103.746041,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),265333.2102,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X97,75.221038,-103.665331,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),262429.4945,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X98,75.15823,-103.589072,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),259308.3886,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X99,75.120249,-103.688103,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),261633.0799,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X100,75.087786,-103.775905,1.12,Continuous permafrost with medium to low ground ice content (10% to <10%),263783.8868,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X102,75.052658,-103.983852,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),269430.9318,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X103,75.029384,-104.220809,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),276083.4882,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X104,75.040809,-104.09833,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),272633.6389,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X105,75.034852,-104.431962,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),282197.6462,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X106,75.047946,-104.52226,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),284876.4006,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X107,75.075381,-104.713443,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),290551.854,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X108,75.095073,-104.749833,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),291740.1144,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X109,75.14536,-104.908618,1.04,Continuous permafrost with medium to low ground ice content (10% to <10%),296710.5613,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X110,75.1722,-104.853857,1.04,Continuous permafrost with medium to low ground ice content (10% to <10%),295419.9933,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X111,75.188257,-104.806371,1.11,Continuous permafrost with medium to low ground ice content (10% to <10%),294248.2969,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X112,76.527841,-104.537415,0.44,Continuous permafrost with medium ground ice content (10% to 20%),337551.4697,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X113,76.488072,-104.419354,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),332578.804,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X114,76.429638,-104.393748,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),328576.8895,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X115,76.390642,-104.342724,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),325183.4331,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X116,76.359216,-104.129262,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),318563.4052,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X117,76.325449,-103.879526,0.53,Continuous permafrost with medium to low ground ice content (10% to <10%),310977.9238,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X118,76.316762,-103.502969,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),302021.8217,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X119,76.344411,-103.26538,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),298462.1903,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X120,76.357347,-103.233751,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),298579.7502,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X121,76.362091,-103.185166,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),297822.1108,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X122,76.395834,-103.071588,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),297535.6244,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X123,76.423768,-103.01716,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),298205.0875,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X124,76.507837,-103.43375,0.43,Continuous permafrost with medium to low ground ice content (10% to <10%),312531.825,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X125,76.512491,-103.460599,0.43,Continuous permafrost with medium to low ground ice content (10% to <10%),313403.0524,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X126,76.542777,-103.624759,0.43,Continuous permafrost with medium to low ground ice content (10% to <10%),318845.3833,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X127,76.572933,-103.641869,0.43,Continuous permafrost with medium to low ground ice content (10% to <10%),321187.5788,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X128,76.587367,-103.670874,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),322748.3767,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X129,76.595719,-103.696341,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),323832.7955,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X130,76.584955,-103.85178,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),326377.5541,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X131,76.577002,-103.991115,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),328805.9732,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X132,76.585587,-104.039163,0.42,Continuous permafrost with medium ground ice content (10% to 20%),330375.7773,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X133,76.596322,-103.989489,0.42,Continuous permafrost with medium ground ice content (10% to 20%),330016.5763,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X134,76.618204,-103.943352,0.42,Continuous permafrost with medium ground ice content (10% to 20%),330471.4103,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X135,76.657023,-103.94174,0.42,Continuous permafrost with medium ground ice content (10% to 20%),332998.9613,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X136,76.600944,-104.654994,0.38,Continuous permafrost with medium ground ice content (10% to 20%),344537.899,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X137,76.571386,-104.658761,0.38,Continuous permafrost with medium ground ice content (10% to 20%),342824.8692,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X138,76.274646,-103.56263,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),300869.2882,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X139,76.267846,-103.669875,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),302905.2018,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X140,76.265485,-103.71346,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),303761.2957,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X141,76.25901,-103.858408,0.53,Continuous permafrost with medium to low ground ice content (10% to <10%),306706.8593,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X142,76.243125,-104.003818,0.53,Continuous permafrost with medium to low ground ice content (10% to <10%),309175.2406,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X143,76.222097,-104.29187,0.53,Continuous permafrost with medium to low ground ice content (10% to <10%),314759.8303,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X144,76.06759,-103.931639,0.76,Continuous permafrost with medium to low ground ice content (10% to <10%),298301.8026,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X145,76.049757,-103.42221,0.78,Continuous permafrost with medium to low ground ice content (10% to <10%),285189.9608,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X146,76.046318,-103.356873,0.78,Continuous permafrost with medium to low ground ice content (10% to <10%),283454.9582,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X147,76.167287,-102.583069,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),272446.9224,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X149,75.856609,-102.44704,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),251790.0594,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X150,75.841018,-103.067902,0.99,Continuous permafrost with medium to low ground ice content (10% to <10%),266277.1915,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X151,75.703918,-102.04512,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),234372.8931,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X152,75.632337,-102.682424,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),247438.8622,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X153,75.542028,-102.369223,1.17,Continuous permafrost with medium to low ground ice content (10% to <10%),235750.2866,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X154,75.553085,-102.07028,1.18,Continuous permafrost with medium to low ground ice content (10% to <10%),228383.1848,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X155,75.60681,-101.361491,1.21,Continuous permafrost with medium to low ground ice content (10% to <10%),212642.2508,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X156,75.6463,-100.457339,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),192569.8154,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X157,75.658107,-100.254461,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),188462.2252,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X158,75.697784,-99.521028,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),174350.0149,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X159,75.610988,-99.633056,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),171172.448,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X160,75.593756,-99.743675,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),172662.0696,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X161,75.489291,-99.791668,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),167753.6619,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X162,75.454756,-100.043009,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),172140.1438,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X163,75.450422,-100.198211,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),175821.944,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X164,75.386189,-100.41699,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),178458.8054,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X165,75.366292,-100.469038,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),178968.9139,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X166,75.31863,-100.191559,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),169714.3838,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X167,75.232285,-99.963917,1.25,Continuous permafrost with medium to low ground ice content (10% to <10%),160285.364,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X168,75.301611,-98.088444,1.5,Continuous permafrost with medium to low ground ice content (10% to <10%),115934.9343,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X169,75.305168,-98.12242,1.5,Continuous permafrost with medium to low ground ice content (10% to <10%),116954.8889,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X170,75.563905,-97.949478,1.5,Continuous permafrost with medium to low ground ice content (10% to <10%),131816.5118,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X171,75.570718,-97.719496,1.43,Continuous permafrost with medium to low ground ice content (10% to <10%),128010.0488,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X172,75.741485,-97.920683,1.43,Continuous permafrost with medium to low ground ice content (10% to <10%),146180.7816,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X173,75.873214,-97.558373,1.37,Continuous permafrost with medium to low ground ice content (10% to <10%),152492.5147,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X174,75.894324,-97.59967,1.36,Continuous permafrost with medium to low ground ice content (10% to <10%),155087.9639,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X175,75.96439,-97.625778,1.36,Continuous permafrost with medium to low ground ice content (10% to <10%),162148.4977,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X176,76.047622,-97.568485,1.36,Continuous permafrost with medium to low ground ice content (10% to <10%),169475.0301,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X177,76.201602,-97.501133,1.27,Continuous permafrost with medium to low ground ice content (10% to <10%),183994.6855,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X178,76.248488,-97.626482,1.27,Continuous permafrost with medium to low ground ice content (10% to <10%),190153.7982,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X179,76.302773,-97.717191,1.24,Continuous permafrost with medium to low ground ice content (10% to <10%),196656.6963,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X180,76.348621,-97.742278,1.24,Continuous permafrost with medium to low ground ice content (10% to <10%),201563.4994,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X181,76.41268,-97.670009,1.13,Continuous permafrost with medium to low ground ice content (10% to <10%),207281.9564,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X182,76.42861,-98.832942,0.61,Continuous permafrost with medium to low ground ice content (10% to <10%),223133.6472,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X183,76.392631,-99.070214,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),223152.4937,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X184,76.432299,-99.227398,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),229133.4085,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X185,76.589186,-100.582126,0.49,Continuous permafrost with medium to low ground ice content (10% to <10%),264416.754,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X186,76.535766,-100.72011,0.49,Continuous permafrost with medium to low ground ice content (10% to <10%),262219.5459,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X187,76.387033,-100.24497,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),241549.1174,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X188,76.398137,-100.070229,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),239494.631,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X189,76.163285,-99.401626,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),208041.4857,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X190,76.003883,-99.959205,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),205562.6908,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X191,75.966566,-99.443957,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),192635.3431,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X192,75.916696,-100.127025,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),202573.8174,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X193,75.992059,-100.196487,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),209455.6322,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X194,76.091646,-100.713435,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),227261.7055,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X195,76.140894,-100.683844,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),230267.0368,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X196,76.245657,-101.114597,0.54,Continuous permafrost with medium to low ground ice content (10% to <10%),246613.7506,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X197,76.222713,-101.726208,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),257481.2732,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X198,76.20771,-101.530089,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),252348.8874,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X199,76.143382,-101.768084,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),253025.5544,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X200,76.051491,-101.871579,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),249406.6722,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X201,76.011674,-101.275022,0.44,Continuous permafrost with medium to low ground ice content (10% to <10%),233665.176,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X202,75.785157,-101.037905,1.19,Continuous permafrost with medium to low ground ice content (10% to <10%),214273.7191,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X203,75.817443,-100.909756,1.21,Continuous permafrost with medium to low ground ice content (10% to <10%),213226.85,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X204,75.760095,-101.239905,1.19,Continuous permafrost with medium to low ground ice content (10% to <10%),217610.7493,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X205,74.847435,-95.720092,1.57,Continuous permafrost with medium to low ground ice content (10% to <10%),31130.58825,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X206,74.689212,-94.821493,1.81,Continuous permafrost with medium to low ground ice content (10% to <10%),774.135013,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X207,74.655028,-94.268861,1.81,Continuous permafrost with medium to low ground ice content (10% to <10%),17152.55484,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X208,75.050864,-93.636962,2.21,Continuous permafrost with medium to low ground ice content (10% to <10%),52697.68335,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X209,75.313006,-93.825985,2.15,Continuous permafrost with medium to low ground ice content (10% to <10%),74734.34862,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X210,75.412011,-93.86441,2.15,Continuous permafrost with medium to low ground ice content (10% to <10%),84626.74782,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X211,75.619286,-94.632186,1.87,Continuous permafrost with medium to low ground ice content (10% to <10%),103228.4081,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X212,75.637526,-94.915107,1.87,Continuous permafrost with medium to low ground ice content (10% to <10%),105139.3121,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X213,75.566259,-95.436239,1.5,Continuous permafrost with medium to low ground ice content (10% to <10%),98699.19677,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X214,75.368613,-95.791921,1.48,Continuous permafrost with medium to low ground ice content (10% to <10%),80060.23761,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X215,75.257025,-95.971884,1.48,Continuous permafrost with medium to low ground ice content (10% to <10%),70832.17836,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X216,75.410357,-96.918207,1.49,Continuous permafrost with medium to low ground ice content (10% to <10%),99891.80622,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X217,74.514478,-88.151173,2.72,Continuous permafrost with medium ground ice content (10% to 20%),189677.6181,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A12_X218,74.519457,-88.463371,2.72,Continuous permafrost with medium ground ice content (10% to 20%),189611.9857,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X219,74.777443,-88.324657,2.77,Continuous permafrost with medium ground ice content (10% to 20%),191336.135,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X220,74.836611,-88.464882,2.77,Continuous permafrost with medium ground ice content (10% to 20%),187308.1957,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X221,74.909127,-88.531193,2.77,Continuous permafrost with medium ground ice content (10% to 20%),185804.935,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X222,74.899467,-88.60059,2.77,Continuous permafrost with medium ground ice content (10% to 20%),183713.1596,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X223,74.78187,-88.943295,2.77,Continuous permafrost with medium ground ice content (10% to 20%),173199.6169,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X224,74.734757,-89.179494,2.69,Continuous permafrost with medium ground ice content (10% to 20%),166306.1089,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X225,74.596176,-90.020078,2.69,Continuous permafrost with medium ground ice content (10% to 20%),142588.7619,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X226,74.658808,-90.727846,2.63,Continuous permafrost with medium ground ice content (10% to 20%),121071.9089,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X227,74.734915,-90.72982,2.63,Continuous permafrost with medium ground ice content (10% to 20%),120728.8254,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X228,74.873343,-90.753667,2.58,Continuous permafrost with medium ground ice content (10% to 20%),121048.789,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X229,74.720884,-91.55078,2.51,Continuous permafrost with medium ground ice content (10% to 20%),96578.68364,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X230,74.941507,-92.069537,2.39,Continuous permafrost with medium ground ice content (10% to 20%),85222.55684,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X231,75.2905,-92.459473,2.35,Continuous permafrost with medium ground ice content (10% to 20%),95384.26742,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X232,75.610761,-92.043361,2.29,Continuous permafrost with medium ground ice content (10% to 20%),129522.4542,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X233,75.751027,-92.123052,2.3,Continuous permafrost with medium ground ice content (10% to 20%),140727.4193,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X234,75.893407,-92.219318,2.25,Continuous permafrost with medium to low ground ice content (10% to <10%),152749.0797,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X235,75.976272,-92.546596,2.24,Continuous permafrost with medium to low ground ice content (10% to <10%),156788.3574,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X236,76.20009,-92.76271,2.24,Continuous permafrost with medium to low ground ice content (10% to <10%),177611.5383,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X237,76.324238,-93.071143,2.25,Continuous permafrost with medium to low ground ice content (10% to <10%),188267.0012,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X238,76.380548,-95.319321,1.52,Continuous permafrost with medium to low ground ice content (10% to <10%),188547.1617,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X239,76.386197,-95.666121,1.45,Continuous permafrost with medium to low ground ice content (10% to <10%),190116.0731,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X240,76.39842,-95.818291,1.45,Continuous permafrost with medium to low ground ice content (10% to <10%),192029.9908,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X241,76.611922,-95.661982,1.32,Continuous permafrost with medium to low ground ice content (10% to <10%),215113.8553,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X242,76.605368,-95.593646,1.32,Continuous permafrost with medium to low ground ice content (10% to <10%),214192.7874,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X243,76.589009,-96.045219,1.32,Continuous permafrost with medium to low ground ice content (10% to <10%),213978.3469,Resolute,Undetermined, ,Hamlet,Nunavut
