Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
A18_A11,65.974214,-64.765461,6.39,Continuous permafrost with low ground ice content (<10%),47027.08464,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A12,65.721,-64.98595,6.35,Continuous permafrost with low ground ice content (<10%),57722.06312,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A13,65.723775,-64.937161,6.35,Continuous permafrost with low ground ice content (<10%),58779.12138,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A14,65.694217,-65.002367,6.35,Continuous permafrost with low ground ice content (<10%),59789.6637,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A15,65.845656,-63.483758,4.76,Continuous permafrost with low ground ice content (<10%),106670.9648,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A16,65.980858,-63.4545,4.76,Continuous permafrost with low ground ice content (<10%),104004.3947,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A17,65.9501,-63.446253,4.76,Continuous permafrost with low ground ice content (<10%),105086.364,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A18,65.855133,-63.414642,4.76,Continuous permafrost with low ground ice content (<10%),109321.7142,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A19,65.766167,-62.961983,4.76,Continuous permafrost with low ground ice content (<10%),132131.6068,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A20,66.011744,-62.797028,3.93,Continuous permafrost with low ground ice content (<10%),132911.0386,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A21,66.106931,-62.899492,3.93,Continuous permafrost with low ground ice content (<10%),127278.5205,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A22,66.11814,-63.034878,3.93,Continuous permafrost with low ground ice content (<10%),121103.1398,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A23,66.091925,-62.857497,3.93,Continuous permafrost with low ground ice content (<10%),129277.5121,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A24,65.997097,-62.636653,3.93,Continuous permafrost with low ground ice content (<10%),140347.2473,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A18_A25,66.301056,-62.841592,3.27,Continuous permafrost with low ground ice content (<10%),130501.4694,Pangnirtung,Undetermined, ,Hamlet,Nunavut
A19_T2,63.698011,-68.28282,12.11,Continuous permafrost with low ground ice content (<10%),12927.76352,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A18_Z1,62.401535,-66.558365,11.13,Continuous permafrost with low ground ice content (<10%),177130.1515,Kimmirut,Undetermined, ,Hamlet,Nunavut
A18_Z3,63.039777,-65.818022,7.12,Continuous permafrost with low ground ice content (<10%),156394.6048,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A18_Z4,62.289596,-68.584585,11.94,Continuous permafrost with low ground ice content (<10%),90754.88261,Kimmirut,Undetermined, ,Hamlet,Nunavut
A18_Z5,62.285901,-66.355578,11.13,Continuous permafrost with low ground ice content (<10%),191290.2711,Kimmirut,Undetermined, ,Hamlet,Nunavut
A18_Z9,63.408983,-66.501369,7.12,Continuous permafrost with low ground ice content (<10%),107061.5774,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A18_Z10,63.291245,-66.787838,7.12,Continuous permafrost with low ground ice content (<10%),100086.1463,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A18_Z11,63.410426,-66.959925,7.12,Continuous permafrost with low ground ice content (<10%),86081.24416,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
A18_Z12,63.663009,-67.824006,12.11,Continuous permafrost with low ground ice content (<10%),35594.75116,Iqaluit,"Inuktitut, Eastern Canadian",ᐃᖃᓗᐃᑦ,City,Nunavut
NWA1_G1,77.414772,-110.896803,0.36,Continuous permafrost with medium ground ice content (10% to 20%),525550.4108,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G2,77.434791,-111.109,0.36,Continuous permafrost with medium ground ice content (10% to 20%),531162.348,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G3,77.417981,-111.363161,0.36,Continuous permafrost with medium ground ice content (10% to 20%),535856.512,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G6,77.410618,-111.360769,0.36,Continuous permafrost with medium ground ice content (10% to 20%),535442.8657,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G7,77.362118,-111.752274,0.37,Continuous permafrost with medium ground ice content (10% to 20%),541749.4035,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G11,77.383378,-112.423419,0.36,Continuous permafrost with medium ground ice content (10% to 20%),557671.7599,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G13,77.43742,-112.559216,0.36,Continuous permafrost with medium ground ice content (10% to 20%),563125.6298,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G14,77.460192,-112.729225,0.36,Continuous permafrost with medium ground ice content (10% to 20%),567926.8584,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G16,77.525082,-113.185664,0.34,Continuous permafrost with medium ground ice content (10% to 20%),580945.3328,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G17,77.912882,-113.068341,0.15,Continuous permafrost with medium ground ice content (10% to 20%),597120.4889,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G18,77.724627,-113.215424,0.35,Continuous permafrost with medium ground ice content (10% to 20%),590836.4886,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G19,77.920111,-112.951107,0.15,Continuous permafrost with medium ground ice content (10% to 20%),595069.8245,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G20,78.006945,-112.378209,0.14,Continuous permafrost with medium ground ice content (10% to 20%),588067.9638,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G21,78.056257,-111.797318,0.14,Continuous permafrost with medium ground ice content (10% to 20%),579317.0318,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G22,78.094008,-111.117007,0.15,Continuous permafrost with medium ground ice content (10% to 20%),568343.4121,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G24,78.066191,-110.777499,0.17,Continuous permafrost with medium ground ice content (10% to 20%),560104.9633,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G25,78.072029,-110.755458,0.17,Continuous permafrost with medium ground ice content (10% to 20%),560047.6485,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G26,78.084045,-110.752274,0.17,Continuous permafrost with medium ground ice content (10% to 20%),560739.3183,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G28,78.075787,-109.567184,0.29,Continuous permafrost with medium ground ice content (10% to 20%),537959.659,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G29,78.044358,-109.573601,0.29,Continuous permafrost with medium ground ice content (10% to 20%),535978.6469,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G31,77.96708,-109.673501,0.31,Continuous permafrost with medium ground ice content (10% to 20%),532767.8278,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G32,77.910136,-110.218866,0.31,Continuous permafrost with medium ground ice content (10% to 20%),539617.0194,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G34,77.890392,-110.534698,0.31,Continuous permafrost with medium ground ice content (10% to 20%),544588.2138,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G35,77.911949,-110.361847,0.31,Continuous permafrost with medium ground ice content (10% to 20%),542514.7784,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G36,77.832303,-110.889643,0.31,Continuous permafrost with medium ground ice content (10% to 20%),548199.0416,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G37,77.801396,-110.814406,0.31,Continuous permafrost with medium ground ice content (10% to 20%),544889.0973,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G38,77.772127,-110.691697,0.31,Continuous permafrost with medium ground ice content (10% to 20%),540714.691,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G40,77.771094,-110.520186,0.31,Continuous permafrost with medium ground ice content (10% to 20%),537194.1728,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G41,77.774849,-110.438647,0.31,Continuous permafrost with medium ground ice content (10% to 20%),535775.3641,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G42,77.778329,-110.323252,0.33,Continuous permafrost with medium ground ice content (10% to 20%),533668.4781,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G43,77.784959,-110.277026,0.33,Continuous permafrost with medium ground ice content (10% to 20%),533139.9757,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G44,77.721546,-110.050196,0.33,Continuous permafrost with medium ground ice content (10% to 20%),524814.7219,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G45,77.520617,-110.203195,0.35,Continuous permafrost with medium ground ice content (10% to 20%),516394.3333,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G46,77.497337,-110.298674,0.35,Continuous permafrost with medium ground ice content (10% to 20%),517119.0831,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G48,77.492986,-110.359701,0.35,Continuous permafrost with medium ground ice content (10% to 20%),518169.8921,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G49,77.486558,-110.381318,0.35,Continuous permafrost with medium ground ice content (10% to 20%),518278.3398,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G50,77.483366,-110.429396,0.35,Continuous permafrost with medium ground ice content (10% to 20%),519124.177,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G51,77.458102,-110.59423,0.35,Continuous permafrost with medium ground ice content (10% to 20%),521284.691,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G52,77.43482,-110.824458,0.36,Continuous permafrost with medium ground ice content (10% to 20%),525012.4563,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G55,78.346565,-110.914487,0.19,Continuous permafrost with medium ground ice content (10% to 20%),580658.243,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G56,78.386057,-111.203658,0.18,Continuous permafrost with high ground ice content (>20%),588518.1896,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G57,78.3829,-111.246991,0.18,Continuous permafrost with high ground ice content (>20%),589101.7936,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G58,78.335072,-111.86325,0.15,Continuous permafrost with high ground ice content (>20%),597441.8255,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G59,78.350852,-111.902103,0.15,Continuous permafrost with high ground ice content (>20%),599153.9736,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G60,77.829575,-114.740243,0.34,Continuous permafrost with medium ground ice content (10% to 20%),628498.9393,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G61,76.815344,-116.038724,0.34,Continuous permafrost with medium ground ice content (10% to 20%),604169.6685,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G62,76.847049,-116.128802,0.33,Continuous permafrost with medium ground ice content (10% to 20%),605993.8298,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G63,76.89233,-116.299411,0.33,Continuous permafrost with medium ground ice content (10% to 20%),608115.248,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G64,76.910368,-116.321168,0.33,Continuous permafrost with medium ground ice content (10% to 20%),609573.9675,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G65,76.94832,-116.302022,0.33,Continuous permafrost with medium ground ice content (10% to 20%),613478.1288,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G66,76.941622,-116.362259,0.33,Continuous permafrost with medium ground ice content (10% to 20%),612069.4139,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G67,76.923032,-116.10953,0.33,Continuous permafrost with medium ground ice content (10% to 20%),613513.1912,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G69,76.902231,-115.935427,0.33,Continuous permafrost with medium ground ice content (10% to 20%),613806.2209,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G71,76.986801,-115.84418,0.31,Continuous permafrost with medium ground ice content (10% to 20%),623063.5533,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G72,77.002032,-115.973015,0.31,Continuous permafrost with medium ground ice content (10% to 20%),622847.901,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G73,77.008773,-116.022903,0.31,Continuous permafrost with medium ground ice content (10% to 20%),622853.7453,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G74,77.017603,-116.092765,0.31,Continuous permafrost with medium ground ice content (10% to 20%),622811.5838,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G75,77.027223,-116.12807,0.31,Continuous permafrost with medium ground ice content (10% to 20%),623291.1118,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G76,77.048605,-116.242523,0.31,Continuous permafrost with medium ground ice content (10% to 20%),623922.1102,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G77,77.071795,-116.268916,0.31,Continuous permafrost with medium ground ice content (10% to 20%),625843.2036,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G78,77.10628,-116.260312,0.31,Continuous permafrost with medium ground ice content (10% to 20%),629298.166,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G79,77.121456,-116.342767,0.31,Continuous permafrost with medium ground ice content (10% to 20%),629769.9035,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G80,77.129816,-116.347994,0.31,Continuous permafrost with medium ground ice content (10% to 20%),630521.8443,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G81,77.159508,-116.230701,0.31,Continuous permafrost with medium ground ice content (10% to 20%),634837.1606,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G82,77.183665,-116.273027,0.31,Continuous permafrost with medium ground ice content (10% to 20%),636680.1413,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G83,77.189622,-116.272425,0.31,Continuous permafrost with medium ground ice content (10% to 20%),637268.7816,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G84,77.199433,-116.24595,0.31,Continuous permafrost with medium ground ice content (10% to 20%),638544.4721,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G85,77.235721,-115.88684,0.31,Continuous permafrost with medium ground ice content (10% to 20%),632102.428,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G86,77.358511,-115.491671,0.25,Continuous permafrost with medium ground ice content (10% to 20%),626792.9356,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G87,77.373208,-115.542087,0.25,Continuous permafrost with medium ground ice content (10% to 20%),628467.2989,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G88,77.399686,-115.653304,0.25,Continuous permafrost with medium ground ice content (10% to 20%),631956.0486,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G89,77.4199,-115.713916,0.25,Continuous permafrost with medium ground ice content (10% to 20%),634055.4667,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G90,77.428299,-115.753777,0.25,Continuous permafrost with medium ground ice content (10% to 20%),635267.1667,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G91,77.434945,-115.816608,0.25,Continuous permafrost with medium ground ice content (10% to 20%),636948.5893,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G92,77.438701,-115.866064,0.25,Continuous permafrost with medium ground ice content (10% to 20%),638220.701,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G93,77.459046,-116.046345,0.22,Continuous permafrost with medium ground ice content (10% to 20%),643081.9243,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G94,77.46635,-116.12626,0.2,Continuous permafrost with medium ground ice content (10% to 20%),645175.7687,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G95,77.496825,-116.790402,0.16,Continuous permafrost with medium ground ice content (10% to 20%),661534.4104,Resolute,Undetermined, ,Hamlet,Nunavut
NWA1_G96,77.425959,-116.97219,0.16,Continuous permafrost with medium ground ice content (10% to 20%),652758.7028,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G97,77.385388,-116.614866,0.16,Continuous permafrost with medium ground ice content (10% to 20%),652591.8249,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G98,77.322935,-116.804964,0.16,Continuous permafrost with medium ground ice content (10% to 20%),644269.6744,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G99,77.307738,-117.080568,0.16,Continuous permafrost with medium ground ice content (10% to 20%),639736.9378,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G100,77.294008,-117.178426,0.16,Continuous permafrost with medium ground ice content (10% to 20%),637306.0481,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G101,77.328444,-117.468557,0.16,Continuous permafrost with medium ground ice content (10% to 20%),637728.2465,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA1_G102,77.314162,-117.380557,0.16,Continuous permafrost with medium ground ice content (10% to 20%),637196.7143,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
